sku ; nombre ; categoria ; precio ; stock ; vendidos
ELEC-15060 ; Asus Tablet Ultra 2020 ; ELECTRONICA ; 292.20 ; 25 ; 0
ROPA-15061 ; Prada Rojo Sudadera Talla M ; ROPA ; 168.31 ; 59 ; 0
FOOD-15062 ; Coca-Cola Light Cereal 750g ; ALIMENTOS ; 57.63 ; 57 ; 0
HOME-15063 ; IKEA Grande Batidora ; HOGAR ; 776.97 ; 85 ; 0
ELEC-15064 ; HP Smartwatch Home 2024 ; ELECTRONICA ; 251.16 ; 8 ; 0
ROPA-15065 ; Gucci Blanco Falda Talla L ; ROPA ; 256.95 ; 23 ; 0
FOOD-15066 ; Nestlé Gourmet Jamón 1L ; ALIMENTOS ; 299.66 ; 5 ; 0
HOME-15067 ; Philips Compacto Silla ; HOGAR ; 365.04 ; 83 ; 0
ELEC-15068 ; Asus Teclado Max 2023 ; ELECTRONICA ; 251.50 ; 26 ; 0
ROPA-15069 ; Tommy Morado Bufanda Talla XS ; ROPA ; 673.14 ; 66 ; 0
FOOD-15070 ; Coca-Cola Bio Cereal 250ml ; ALIMENTOS ; 313.44 ; 79 ; 0
HOME-15071 ; Braun Digital Cafetera ; HOGAR ; 613.46 ; 88 ; 0
ELEC-15072 ; Dell Tablet Gaming 2022 ; ELECTRONICA ; 518.07 ; 68 ; 0
ROPA-15073 ; Calvin Azul Gorra Talla XL ; ROPA ; 992.51 ; 92 ; 0
FOOD-15074 ; Unilever Orgánico Galletas 2L ; ALIMENTOS ; 49.15 ; 33 ; 0
HOME-15075 ; Siemens Pequeño Silla ; HOGAR ; 947.30 ; 61 ; 0
ELEC-15076 ; Lenovo Mouse Standard 2021 ; ELECTRONICA ; 965.56 ; 87 ; 0
ROPA-15077 ; Levi's Amarillo Falda Talla S ; ROPA ; 456.90 ; 63 ; 0
FOOD-15078 ; Kraft Integral Cereal 500g ; ALIMENTOS ; 817.38 ; 86 ; 0
HOME-15079 ; Black&Decker Digital Cafetera ; HOGAR ; 764.94 ; 77 ; 0
ELEC-15080 ; Sony Auriculares Pro 2020 ; ELECTRONICA ; 58.08 ; 6 ; 0
ROPA-15081 ; Levi's Amarillo Short Talla XL ; ROPA ; 855.42 ; 54 ; 0
FOOD-15082 ; Nestlé Natural Jamón 500g ; ALIMENTOS ; 766.35 ; 36 ; 0
HOME-15083 ; Siemens Pequeño Ventilador ; HOGAR ; 623.37 ; 14 ; 0
ELEC-15084 ; Samsung Monitor Gaming 2024 ; ELECTRONICA ; 308.63 ; 44 ; 0
ROPA-15085 ; Gucci Morado Vestido Talla XXL ; ROPA ; 995.44 ; 84 ; 0
FOOD-15086 ; Danone Natural Leche 200g ; ALIMENTOS ; 79.37 ; 67 ; 0
HOME-15087 ; Philips Digital Lámpara ; HOGAR ; 352.08 ; 22 ; 0
ELEC-15088 ; Dell Tablet Deluxe 2023 ; ELECTRONICA ; 901.07 ; 95 ; 0
ROPA-15089 ; Zara Blanco Vestido Talla XL ; ROPA ; 432.58 ; 7 ; 0
FOOD-15090 ; Nestlé Light Galletas 200g ; ALIMENTOS ; 458.58 ; 84 ; 0
HOME-15091 ; Philips Mediano Microondas ; HOGAR ; 998.41 ; 95 ; 0
ELEC-15092 ; Xiaomi Monitor Premium 2022 ; ELECTRONICA ; 734.08 ; 49 ; 0
ROPA-15093 ; H&M Rojo Bufanda Talla XS ; ROPA ; 676.49 ; 2 ; 0
FOOD-15094 ; Danone Integral Galletas 2L ; ALIMENTOS ; 538.59 ; 91 ; 0
HOME-15095 ; Black&Decker Digital Tostadora ; HOGAR ; 924.83 ; 90 ; 0
ELEC-15096 ; LG Monitor Lite 2021 ; ELECTRONICA ; 784.63 ; 11 ; 0
ROPA-15097 ; Puma Negro Chaqueta Talla S ; ROPA ; 256.63 ; 5 ; 0
FOOD-15098 ; Coca-Cola Light Chocolate 200g ; ALIMENTOS ; 10.92 ; 71 ; 0
HOME-15099 ; Tefal Manual Tostadora ; HOGAR ; 386.02 ; 39 ; 0
ELEC-15100 ; HP Router Gaming 2020 ; ELECTRONICA ; 875.66 ; 91 ; 0
ROPA-15101 ; Gucci Azul Zapatos Talla XL ; ROPA ; 79.53 ; 56 ; 0
FOOD-15102 ; General Mills Bio Jamón 1kg ; ALIMENTOS ; 738.03 ; 56 ; 0
HOME-15103 ; IKEA Pequeño Ventilador ; HOGAR ; 451.21 ; 62 ; 0
ELEC-15104 ; Xiaomi Smartphone Office 2024 ; ELECTRONICA ; 40.32 ; 55 ; 0
ROPA-15105 ; Nike Morado Vestido Talla S ; ROPA ; 116.97 ; 72 ; 0
FOOD-15106 ; Nestlé Free Chocolate 750g ; ALIMENTOS ; 312.71 ; 84 ; 0
HOME-15107 ; Black&Decker Automático Lámpara ; HOGAR ; 204.78 ; 75 ; 0
ELEC-15108 ; Huawei Router Lite 2023 ; ELECTRONICA ; 22.56 ; 51 ; 0
ROPA-15109 ; Puma Azul Sudadera Talla XXL ; ROPA ; 391.54 ; 61 ; 0
FOOD-15110 ; Campbell Free Pan 1L ; ALIMENTOS ; 496.66 ; 88 ; 0
HOME-15111 ; IKEA Compacto Batidora ; HOGAR ; 365.43 ; 51 ; 0
ELEC-15112 ; Xiaomi Teclado Standard 2022 ; ELECTRONICA ; 811.35 ; 62 ; 0
ROPA-15113 ; Zara Morado Falda Talla M ; ROPA ; 663.91 ; 33 ; 0
FOOD-15114 ; Nestlé Bio Yogurt 500g ; ALIMENTOS ; 749.12 ; 52 ; 0
HOME-15115 ; Siemens Compacto Tostadora ; HOGAR ; 921.91 ; 74 ; 0
ELEC-15116 ; Dell Impresora Pro 2021 ; ELECTRONICA ; 123.40 ; 53 ; 0
ROPA-15117 ; Puma Azul Zapatos Talla XXL ; ROPA ; 403.40 ; 77 ; 0
FOOD-15118 ; Coca-Cola Light Chocolate 2L ; ALIMENTOS ; 764.18 ; 47 ; 0
HOME-15119 ; Whirlpool Digital Microondas ; HOGAR ; 430.71 ; 93 ; 0
ELEC-15120 ; Lenovo Monitor Premium 2020 ; ELECTRONICA ; 86.59 ; 5 ; 0
ROPA-15121 ; Levi's Blanco Pantalón Talla XL ; ROPA ; 871.10 ; 20 ; 0
FOOD-15122 ; Kraft Sin azúcar Pan 1L ; ALIMENTOS ; 542.85 ; 20 ; 0
HOME-15123 ; Whirlpool Manual Aspiradora ; HOGAR ; 908.78 ; 81 ; 0
ELEC-15124 ; Huawei Monitor Home 2024 ; ELECTRONICA ; 864.03 ; 53 ; 0
ROPA-15125 ; Puma Morado Chaqueta Talla L ; ROPA ; 502.11 ; 68 ; 0
FOOD-15126 ; Kraft Gourmet Leche 200g ; ALIMENTOS ; 633.39 ; 89 ; 0
HOME-15127 ; Siemens Grande Tostadora ; HOGAR ; 721.41 ; 34 ; 0
ELEC-15128 ; Sony Auriculares Ultra 2023 ; ELECTRONICA ; 805.94 ; 79 ; 0
ROPA-15129 ; Levi's Blanco Chaqueta Talla XL ; ROPA ; 761.23 ; 5 ; 0
FOOD-15130 ; General Mills Gourmet Refresco 750g ; ALIMENTOS ; 470.97 ; 1 ; 0
HOME-15131 ; Black&Decker Digital Aspiradora ; HOGAR ; 683.55 ; 82 ; 0
ELEC-15132 ; Lenovo Router Deluxe 2022 ; ELECTRONICA ; 194.23 ; 21 ; 0
ROPA-15133 ; Calvin Verde Camiseta Talla L ; ROPA ; 293.65 ; 11 ; 0
FOOD-15134 ; Coca-Cola Sin azúcar Pan 1kg ; ALIMENTOS ; 915.24 ; 20 ; 0
HOME-15135 ; Rowenta Grande Cafetera ; HOGAR ; 329.74 ; 89 ; 0
ELEC-15136 ; Sony Impresora Home 2021 ; ELECTRONICA ; 942.09 ; 98 ; 0
ROPA-15137 ; Tommy Blanco Camiseta Talla M ; ROPA ; 979.90 ; 99 ; 0
FOOD-15138 ; Coca-Cola Integral Yogurt 1L ; ALIMENTOS ; 501.84 ; 64 ; 0
HOME-15139 ; Black&Decker Compacto Ventilador ; HOGAR ; 165.71 ; 60 ; 0
ELEC-15140 ; HP Smartphone Deluxe 2020 ; ELECTRONICA ; 798.28 ; 66 ; 0
ROPA-15141 ; Nike Blanco Zapatos Talla S ; ROPA ; 251.68 ; 4 ; 0
FOOD-15142 ; Nestlé Económico Queso 200g ; ALIMENTOS ; 911.40 ; 20 ; 0
HOME-15143 ; Tefal Mediano Licuadora ; HOGAR ; 222.00 ; 1 ; 0
ELEC-15144 ; Sony Impresora Pro 2024 ; ELECTRONICA ; 653.63 ; 54 ; 0
ROPA-15145 ; Nike Negro Pantalón Talla M ; ROPA ; 702.82 ; 73 ; 0
FOOD-15146 ; General Mills Natural Galletas 250ml ; ALIMENTOS ; 777.15 ; 91 ; 0
HOME-15147 ; Philips Manual Microondas ; HOGAR ; 327.65 ; 76 ; 0
ELEC-15148 ; LG Impresora Home 2023 ; ELECTRONICA ; 234.36 ; 46 ; 0
ROPA-15149 ; Levi's Azul Chaqueta Talla XS ; ROPA ; 956.94 ; 19 ; 0
FOOD-15150 ; Nestlé Económico Refresco 500g ; ALIMENTOS ; 759.55 ; 57 ; 0
HOME-15151 ; Rowenta Mediano Silla ; HOGAR ; 839.20 ; 67 ; 0
ELEC-15152 ; HP Mouse Home 2022 ; ELECTRONICA ; 284.58 ; 97 ; 0
ROPA-15153 ; Zara Gris Camiseta Talla XL ; ROPA ; 311.17 ; 59 ; 0
FOOD-15154 ; Kellogg's Light Galletas 500g ; ALIMENTOS ; 494.15 ; 65 ; 0
HOME-15155 ; Bosch Compacto Aspiradora ; HOGAR ; 828.18 ; 43 ; 0
ELEC-15156 ; Xiaomi Laptop Office 2021 ; ELECTRONICA ; 877.88 ; 22 ; 0
ROPA-15157 ; Puma Verde Vestido Talla S ; ROPA ; 422.38 ; 49 ; 0
FOOD-15158 ; Kellogg's Orgánico Cereal 750g ; ALIMENTOS ; 936.17 ; 61 ; 0
HOME-15159 ; Philips Portátil Licuadora ; HOGAR ; 877.25 ; 71 ; 0
ELEC-15160 ; Lenovo Tablet Max 2020 ; ELECTRONICA ; 595.16 ; 76 ; 0
ROPA-15161 ; Tommy Naranja Camiseta Talla S ; ROPA ; 420.29 ; 65 ; 0
FOOD-15162 ; Pepsi Gourmet Cereal 500g ; ALIMENTOS ; 132.85 ; 44 ; 0
HOME-15163 ; Tefal Fijo Batidora ; HOGAR ; 63.14 ; 36 ; 0
ELEC-15164 ; Xiaomi Monitor Gaming 2024 ; ELECTRONICA ; 563.62 ; 10 ; 0
ROPA-15165 ; Zara Blanco Vestido Talla XXL ; ROPA ; 889.06 ; 12 ; 0
FOOD-15166 ; Kraft Orgánico Galletas 500g ; ALIMENTOS ; 402.08 ; 1 ; 0
HOME-15167 ; Tefal Compacto Lámpara ; HOGAR ; 711.67 ; 71 ; 0
ELEC-15168 ; Asus Auriculares Office 2023 ; ELECTRONICA ; 769.10 ; 0 ; 0
ROPA-15169 ; H&M Amarillo Pantalón Talla M ; ROPA ; 726.52 ; 63 ; 0
FOOD-15170 ; Heinz Sin azúcar Jamón 750g ; ALIMENTOS ; 593.50 ; 51 ; 0
HOME-15171 ; Tefal Grande Cafetera ; HOGAR ; 107.89 ; 78 ; 0
ELEC-15172 ; Xiaomi Router Ultra 2022 ; ELECTRONICA ; 61.75 ; 57 ; 0
ROPA-15173 ; Adidas Naranja Chaqueta Talla XS ; ROPA ; 837.77 ; 40 ; 0
FOOD-15174 ; Heinz Integral Pan 500g ; ALIMENTOS ; 815.47 ; 11 ; 0
HOME-15175 ; Siemens XL Licuadora ; HOGAR ; 71.68 ; 11 ; 0
ELEC-15176 ; LG Smartphone Ultra 2021 ; ELECTRONICA ; 632.16 ; 66 ; 0
ROPA-15177 ; Gucci Negro Camiseta Talla XXL ; ROPA ; 157.32 ; 6 ; 0
FOOD-15178 ; Nestlé Bio Galletas 1L ; ALIMENTOS ; 729.08 ; 53 ; 0
HOME-15179 ; Tefal Manual Tostadora ; HOGAR ; 216.83 ; 67 ; 0
ELEC-15180 ; Lenovo Impresora Gaming 2020 ; ELECTRONICA ; 162.78 ; 29 ; 0
ROPA-15181 ; Levi's Amarillo Vestido Talla M ; ROPA ; 431.40 ; 26 ; 0
FOOD-15182 ; Nestlé Orgánico Chocolate 500g ; ALIMENTOS ; 477.67 ; 28 ; 0
HOME-15183 ; IKEA Portátil Batidora ; HOGAR ; 358.90 ; 73 ; 0
ELEC-15184 ; Huawei Smartwatch Lite 2024 ; ELECTRONICA ; 647.11 ; 98 ; 0
ROPA-15185 ; Levi's Blanco Sudadera Talla XS ; ROPA ; 799.69 ; 11 ; 0
FOOD-15186 ; Nestlé Free Refresco 100g ; ALIMENTOS ; 697.96 ; 65 ; 0
HOME-15187 ; Bosch Portátil Microondas ; HOGAR ; 164.96 ; 89 ; 0
ELEC-15188 ; HP Router Gaming 2023 ; ELECTRONICA ; 746.23 ; 23 ; 0
ROPA-15189 ; Adidas Amarillo Zapatos Talla S ; ROPA ; 93.09 ; 62 ; 0
FOOD-15190 ; Unilever Orgánico Cereal 500g ; ALIMENTOS ; 286.39 ; 77 ; 0
HOME-15191 ; Siemens Portátil Ventilador ; HOGAR ; 225.48 ; 56 ; 0
ELEC-15192 ; Apple Router Standard 2022 ; ELECTRONICA ; 180.07 ; 55 ; 0
ROPA-15193 ; Gucci Rojo Gorra Talla M ; ROPA ; 261.74 ; 66 ; 0
FOOD-15194 ; Kraft Sin azúcar Jamón 250ml ; ALIMENTOS ; 741.61 ; 30 ; 0
HOME-15195 ; Braun Automático Microondas ; HOGAR ; 66.39 ; 61 ; 0
ELEC-15196 ; Lenovo Teclado Home 2021 ; ELECTRONICA ; 348.34 ; 78 ; 0
ROPA-15197 ; H&M Rojo Chaqueta Talla S ; ROPA ; 635.01 ; 25 ; 0
FOOD-15198 ; Heinz Bio Refresco 200g ; ALIMENTOS ; 411.75 ; 58 ; 0
HOME-15199 ; IKEA Mediano Ventilador ; HOGAR ; 746.73 ; 3 ; 0
ELEC-15200 ; Asus Smartwatch Office 2020 ; ELECTRONICA ; 473.17 ; 57 ; 0
ROPA-15201 ; Levi's Naranja Camiseta Talla L ; ROPA ; 682.53 ; 9 ; 0
FOOD-15202 ; Heinz Bio Chocolate 500g ; ALIMENTOS ; 832.55 ; 29 ; 0
HOME-15203 ; Philips Pequeño Licuadora ; HOGAR ; 134.80 ; 65 ; 0
ELEC-15204 ; Dell Monitor Gaming 2024 ; ELECTRONICA ; 683.54 ; 28 ; 0
ROPA-15205 ; Gucci Azul Sudadera Talla XXL ; ROPA ; 483.04 ; 64 ; 0
FOOD-15206 ; Pepsi Económico Yogurt 250ml ; ALIMENTOS ; 69.79 ; 94 ; 0
HOME-15207 ; Whirlpool Grande Batidora ; HOGAR ; 883.25 ; 47 ; 0
ELEC-15208 ; Asus Tablet Gaming 2023 ; ELECTRONICA ; 938.60 ; 71 ; 0
ROPA-15209 ; Levi's Negro Falda Talla L ; ROPA ; 235.20 ; 29 ; 0
FOOD-15210 ; Kellogg's Orgánico Cereal 250ml ; ALIMENTOS ; 697.26 ; 75 ; 0
HOME-15211 ; Miele Automático Silla ; HOGAR ; 881.00 ; 7 ; 0
ELEC-15212 ; HP Mouse Home 2022 ; ELECTRONICA ; 774.81 ; 39 ; 0
ROPA-15213 ; Gucci Gris Sudadera Talla XXL ; ROPA ; 392.05 ; 27 ; 0
FOOD-15214 ; Coca-Cola Orgánico Chocolate 200g ; ALIMENTOS ; 888.62 ; 76 ; 0
HOME-15215 ; Braun Mediano Aspiradora ; HOGAR ; 557.55 ; 7 ; 0
ELEC-15216 ; Sony Auriculares Premium 2021 ; ELECTRONICA ; 159.09 ; 23 ; 0
ROPA-15217 ; Adidas Amarillo Camiseta Talla XXL ; ROPA ; 288.28 ; 42 ; 0
FOOD-15218 ; General Mills Light Leche 250ml ; ALIMENTOS ; 709.35 ; 23 ; 0
HOME-15219 ; Siemens Pequeño Ventilador ; HOGAR ; 282.39 ; 72 ; 0
ELEC-15220 ; Asus Smartphone Lite 2020 ; ELECTRONICA ; 987.92 ; 97 ; 0
ROPA-15221 ; Nike Gris Chaqueta Talla XL ; ROPA ; 307.03 ; 96 ; 0
FOOD-15222 ; Nestlé Sin azúcar Galletas 1L ; ALIMENTOS ; 502.28 ; 62 ; 0
HOME-15223 ; IKEA Pequeño Cafetera ; HOGAR ; 950.17 ; 2 ; 0
ELEC-15224 ; Sony Laptop Pro 2024 ; ELECTRONICA ; 109.61 ; 63 ; 0
ROPA-15225 ; Gucci Azul Pantalón Talla XL ; ROPA ; 10.30 ; 86 ; 0
FOOD-15226 ; Coca-Cola Premium Yogurt 1kg ; ALIMENTOS ; 187.77 ; 74 ; 0
HOME-15227 ; Black&Decker Digital Lámpara ; HOGAR ; 299.41 ; 5 ; 0
ELEC-15228 ; Huawei Impresora Office 2023 ; ELECTRONICA ; 634.53 ; 78 ; 0
ROPA-15229 ; Zara Rosa Chaqueta Talla XS ; ROPA ; 744.87 ; 56 ; 0
FOOD-15230 ; General Mills Free Jugo 1L ; ALIMENTOS ; 627.10 ; 87 ; 0
HOME-15231 ; Bosch XL Tostadora ; HOGAR ; 530.26 ; 23 ; 0
ELEC-15232 ; Apple Monitor Office 2022 ; ELECTRONICA ; 235.63 ; 57 ; 0
ROPA-15233 ; Prada Gris Chaqueta Talla S ; ROPA ; 692.57 ; 89 ; 0
FOOD-15234 ; Kellogg's Bio Jamón 1L ; ALIMENTOS ; 525.13 ; 96 ; 0
HOME-15235 ; IKEA Automático Cafetera ; HOGAR ; 464.10 ; 84 ; 0
ELEC-15236 ; Xiaomi Impresora Office 2021 ; ELECTRONICA ; 529.13 ; 63 ; 0
ROPA-15237 ; Gucci Morado Zapatos Talla XS ; ROPA ; 281.95 ; 74 ; 0
FOOD-15238 ; General Mills Gourmet Jamón 250ml ; ALIMENTOS ; 415.74 ; 14 ; 0
HOME-15239 ; Braun XL Microondas ; HOGAR ; 185.70 ; 7 ; 0
ELEC-15240 ; Sony Tablet Standard 2020 ; ELECTRONICA ; 692.54 ; 40 ; 0
ROPA-15241 ; Tommy Blanco Falda Talla XS ; ROPA ; 485.26 ; 61 ; 0
FOOD-15242 ; Pepsi Natural Galletas 100g ; ALIMENTOS ; 771.18 ; 25 ; 0
HOME-15243 ; Siemens XL Tostadora ; HOGAR ; 815.49 ; 21 ; 0
ELEC-15244 ; HP Smartwatch Standard 2024 ; ELECTRONICA ; 104.92 ; 45 ; 0
ROPA-15245 ; Calvin Naranja Chaqueta Talla L ; ROPA ; 532.47 ; 16 ; 0
FOOD-15246 ; General Mills Premium Leche 750g ; ALIMENTOS ; 333.83 ; 99 ; 0
HOME-15247 ; Braun Digital Microondas ; HOGAR ; 127.69 ; 87 ; 0
ELEC-15248 ; Dell Smartphone Office 2023 ; ELECTRONICA ; 391.64 ; 86 ; 0
ROPA-15249 ; Calvin Gris Falda Talla XL ; ROPA ; 831.71 ; 53 ; 0
FOOD-15250 ; Campbell Sin azúcar Leche 250ml ; ALIMENTOS ; 26.41 ; 2 ; 0
HOME-15251 ; Miele Digital Mesa ; HOGAR ; 817.08 ; 50 ; 0
ELEC-15252 ; HP Teclado Lite 2022 ; ELECTRONICA ; 473.49 ; 74 ; 0
ROPA-15253 ; Adidas Amarillo Pantalón Talla XL ; ROPA ; 302.45 ; 69 ; 0
FOOD-15254 ; Campbell Light Pan 750g ; ALIMENTOS ; 224.26 ; 5 ; 0
HOME-15255 ; Tefal Automático Cafetera ; HOGAR ; 944.82 ; 33 ; 0
ELEC-15256 ; Xiaomi Impresora Gaming 2021 ; ELECTRONICA ; 247.34 ; 43 ; 0
ROPA-15257 ; Levi's Verde Zapatos Talla L ; ROPA ; 345.98 ; 49 ; 0
FOOD-15258 ; Campbell Light Jugo 200g ; ALIMENTOS ; 210.69 ; 78 ; 0
HOME-15259 ; Bosch Mediano Cafetera ; HOGAR ; 691.32 ; 56 ; 0
ELEC-15260 ; LG Auriculares Gaming 2020 ; ELECTRONICA ; 63.35 ; 97 ; 0
ROPA-15261 ; Puma Naranja Pantalón Talla S ; ROPA ; 204.57 ; 99 ; 0
FOOD-15262 ; General Mills Orgánico Yogurt 2L ; ALIMENTOS ; 963.99 ; 20 ; 0
HOME-15263 ; Tefal Pequeño Cafetera ; HOGAR ; 391.61 ; 66 ; 0
ELEC-15264 ; Huawei Smartwatch Standard 2024 ; ELECTRONICA ; 240.78 ; 88 ; 0
ROPA-15265 ; Gucci Rojo Falda Talla XS ; ROPA ; 388.64 ; 17 ; 0
FOOD-15266 ; Kellogg's Gourmet Refresco 1L ; ALIMENTOS ; 792.12 ; 58 ; 0
HOME-15267 ; Miele Fijo Lámpara ; HOGAR ; 716.01 ; 76 ; 0
ELEC-15268 ; LG Auriculares Deluxe 2023 ; ELECTRONICA ; 162.42 ; 35 ; 0
ROPA-15269 ; Puma Gris Gorra Talla L ; ROPA ; 408.66 ; 22 ; 0
FOOD-15270 ; Kellogg's Free Jamón 2L ; ALIMENTOS ; 308.64 ; 29 ; 0
HOME-15271 ; IKEA Automático Ventilador ; HOGAR ; 266.66 ; 77 ; 0
ELEC-15272 ; Sony Auriculares Lite 2022 ; ELECTRONICA ; 694.86 ; 39 ; 0
ROPA-15273 ; Calvin Gris Short Talla XS ; ROPA ; 65.78 ; 93 ; 0
FOOD-15274 ; Pepsi Free Yogurt 200g ; ALIMENTOS ; 820.97 ; 13 ; 0
HOME-15275 ; Bosch Digital Aspiradora ; HOGAR ; 957.78 ; 49 ; 0
ELEC-15276 ; Dell Impresora Pro 2021 ; ELECTRONICA ; 69.33 ; 51 ; 0
ROPA-15277 ; Puma Verde Gorra Talla S ; ROPA ; 933.05 ; 5 ; 0
FOOD-15278 ; Campbell Natural Jugo 1kg ; ALIMENTOS ; 249.51 ; 89 ; 0
HOME-15279 ; Braun XL Licuadora ; HOGAR ; 115.12 ; 6 ; 0
ELEC-15280 ; Asus Smartwatch Ultra 2020 ; ELECTRONICA ; 335.60 ; 96 ; 0
ROPA-15281 ; Nike Gris Bufanda Talla XL ; ROPA ; 946.31 ; 32 ; 0
FOOD-15282 ; Nestlé Natural Chocolate 750g ; ALIMENTOS ; 843.68 ; 30 ; 0
HOME-15283 ; IKEA XL Mesa ; HOGAR ; 947.47 ; 38 ; 0
ELEC-15284 ; Huawei Smartwatch Deluxe 2024 ; ELECTRONICA ; 168.54 ; 67 ; 0
ROPA-15285 ; Adidas Verde Zapatos Talla S ; ROPA ; 21.50 ; 80 ; 0
FOOD-15286 ; Kellogg's Económico Chocolate 1L ; ALIMENTOS ; 638.39 ; 59 ; 0
HOME-15287 ; IKEA Compacto Cafetera ; HOGAR ; 30.78 ; 32 ; 0
ELEC-15288 ; Samsung Monitor Deluxe 2023 ; ELECTRONICA ; 544.83 ; 37 ; 0
ROPA-15289 ; Levi's Morado Bufanda Talla L ; ROPA ; 212.46 ; 78 ; 0
FOOD-15290 ; Kraft Sin azúcar Chocolate 500g ; ALIMENTOS ; 242.07 ; 34 ; 0
HOME-15291 ; Tefal Pequeño Licuadora ; HOGAR ; 782.61 ; 97 ; 0
ELEC-15292 ; Xiaomi Impresora Deluxe 2022 ; ELECTRONICA ; 554.42 ; 58 ; 0
ROPA-15293 ; Calvin Gris Vestido Talla M ; ROPA ; 11.03 ; 96 ; 0
FOOD-15294 ; Heinz Integral Leche 750g ; ALIMENTOS ; 364.82 ; 30 ; 0
HOME-15295 ; Whirlpool Automático Ventilador ; HOGAR ; 182.62 ; 19 ; 0
ELEC-15296 ; Samsung Teclado Home 2021 ; ELECTRONICA ; 459.31 ; 34 ; 0
ROPA-15297 ; Prada Negro Bufanda Talla M ; ROPA ; 458.55 ; 18 ; 0
FOOD-15298 ; Coca-Cola Sin azúcar Pan 100g ; ALIMENTOS ; 392.60 ; 40 ; 0
HOME-15299 ; Philips Grande Licuadora ; HOGAR ; 191.77 ; 17 ; 0
ELEC-15300 ; LG Tablet Pro 2020 ; ELECTRONICA ; 649.14 ; 0 ; 0
ROPA-15301 ; Nike Verde Short Talla M ; ROPA ; 395.41 ; 67 ; 0
FOOD-15302 ; Coca-Cola Natural Yogurt 1kg ; ALIMENTOS ; 641.16 ; 13 ; 0
HOME-15303 ; Black&Decker XL Batidora ; HOGAR ; 530.82 ; 78 ; 0
ELEC-15304 ; Asus Monitor Lite 2024 ; ELECTRONICA ; 241.20 ; 36 ; 0
ROPA-15305 ; Zara Verde Bufanda Talla L ; ROPA ; 992.97 ; 46 ; 0
FOOD-15306 ; Kraft Económico Pan 1L ; ALIMENTOS ; 280.76 ; 90 ; 0
HOME-15307 ; Bosch Fijo Licuadora ; HOGAR ; 16.00 ; 5 ; 0
ELEC-15308 ; Huawei Impresora Standard 2023 ; ELECTRONICA ; 309.44 ; 2 ; 0
ROPA-15309 ; Adidas Blanco Pantalón Talla XL ; ROPA ; 359.37 ; 75 ; 0
FOOD-15310 ; General Mills Sin azúcar Pan 2L ; ALIMENTOS ; 990.08 ; 27 ; 0
HOME-15311 ; Tefal Grande Ventilador ; HOGAR ; 237.29 ; 83 ; 0
ELEC-15312 ; Xiaomi Teclado Standard 2022 ; ELECTRONICA ; 144.88 ; 67 ; 0
ROPA-15313 ; Adidas Morado Pantalón Talla XS ; ROPA ; 838.46 ; 5 ; 0
FOOD-15314 ; General Mills Integral Yogurt 250ml ; ALIMENTOS ; 905.60 ; 4 ; 0
HOME-15315 ; Black&Decker Fijo Microondas ; HOGAR ; 662.23 ; 59 ; 0
ELEC-15316 ; Asus Monitor Home 2021 ; ELECTRONICA ; 937.27 ; 80 ; 0
ROPA-15317 ; H&M Blanco Zapatos Talla XXL ; ROPA ; 388.64 ; 64 ; 0
FOOD-15318 ; Pepsi Sin azúcar Leche 250ml ; ALIMENTOS ; 309.80 ; 44 ; 0
HOME-15319 ; Tefal Grande Lámpara ; HOGAR ; 235.70 ; 99 ; 0
ELEC-15320 ; Asus Mouse Lite 2020 ; ELECTRONICA ; 825.14 ; 90 ; 0
ROPA-15321 ; Calvin Naranja Pantalón Talla M ; ROPA ; 65.56 ; 51 ; 0
FOOD-15322 ; Pepsi Bio Refresco 2L ; ALIMENTOS ; 159.37 ; 25 ; 0
HOME-15323 ; Rowenta Pequeño Ventilador ; HOGAR ; 993.64 ; 60 ; 0
ELEC-15324 ; Huawei Auriculares Ultra 2024 ; ELECTRONICA ; 159.29 ; 25 ; 0
ROPA-15325 ; Nike Verde Bufanda Talla XL ; ROPA ; 480.64 ; 84 ; 0
FOOD-15326 ; Unilever Económico Cereal 250ml ; ALIMENTOS ; 541.90 ; 33 ; 0
HOME-15327 ; Siemens Grande Tostadora ; HOGAR ; 546.00 ; 73 ; 0
ELEC-15328 ; Asus Smartphone Pro 2023 ; ELECTRONICA ; 431.76 ; 87 ; 0
ROPA-15329 ; H&M Morado Short Talla S ; ROPA ; 944.33 ; 85 ; 0
FOOD-15330 ; Heinz Free Jugo 200g ; ALIMENTOS ; 457.23 ; 86 ; 0
HOME-15331 ; IKEA Grande Silla ; HOGAR ; 132.06 ; 65 ; 0
ELEC-15332 ; Sony Mouse Max 2022 ; ELECTRONICA ; 370.27 ; 9 ; 0
ROPA-15333 ; Puma Amarillo Falda Talla XXL ; ROPA ; 400.99 ; 30 ; 0
FOOD-15334 ; Pepsi Económico Galletas 100g ; ALIMENTOS ; 566.77 ; 59 ; 0
HOME-15335 ; Whirlpool Compacto Aspiradora ; HOGAR ; 748.37 ; 27 ; 0
ELEC-15336 ; LG Smartwatch Standard 2021 ; ELECTRONICA ; 865.41 ; 4 ; 0
ROPA-15337 ; Zara Negro Sudadera Talla S ; ROPA ; 499.38 ; 18 ; 0
FOOD-15338 ; General Mills Bio Galletas 500g ; ALIMENTOS ; 902.16 ; 50 ; 0
HOME-15339 ; Whirlpool Pequeño Cafetera ; HOGAR ; 687.33 ; 26 ; 0
